dataverse,article,date,year,journal
AJPS,The Psychology of Coercion Failure: How Reactance Explains Resistance to Threats,2022-03-17,2022,ajps
AJPS,Abstraction and Detail in Experimental Design,2022-03-15,2022,ajps
AJPS,Corporate Board Quotas and Gender Equality Policies in the Workplace,2022-03-10,2022,ajps
AJPS,The Electoral Consequences of Household Indebtedness Under Austerity,2022-03-07,2022,ajps
AJPS,"Boundaries of Solidarity: Immigrants, Economic Contributions, and Welfare Attitudes",2022-02-24,2022,ajps
AJPS,Roadblocks: How Property Rights Undermine Development in Colombia,2022-02-23,2022,ajps
AJPS,The Variable Persuasiveness of Political Rhetoric,2022-01-21,2022,ajps
AJPS,Entertaining Beliefs in Economic Mobility,2022-01-13,2022,ajps
AJPS,Policy Networks Across Political Systems,2022-01-04,2022,ajps
AJPS,Parliamentary Constraints and Long-term Development: Evidence from the Duchy of Württemberg,2022-01-04,2022,ajps
AJPS,Risk Aversion and the Gender Gap in the Vote for Populist Radical Right Parties,2021-12-10,2021,ajps
AJPS,"When Does Transparency Improve Institutional Performance? Evidence from 20,000 Projects in 183 Countries",2021-12-10,2021,ajps
AJPS,Qualitative Imputation of Missing Potential Outcomes,2021-12-10,2021,ajps
AJPS,The Political Consequences of External Economic Shocks: Evidence from Poland,2021-12-06,2021,ajps
AJPS,A Dynamic Measure of Bureaucratic Reputation: New Data for New Theory,2021-12-02,2021,ajps
AJPS,How Terrorism Does (and Does Not) Affect Citizens’ Political Attitudes: A Meta-Analysis,2021-11-19,2021,ajps
AJPS,Winners’ Consent? Citizen Commitment to Democracy when Illiberal Candidates Win Elections,2021-11-05,2021,ajps
AJPS,Party Nomination Strategies in List Proportional Representation Systems,2021-11-05,2021,ajps
AJPS,International Status Concerns and Domestic Support for Political Leaders,2021-11-01,2021,ajps
AJPS,The Timing of Public Policies: Political Budget Cycles and Credit Claiming,2021-10-27,2021,ajps
AJPS,Replication data for: Border Orientation in a Globalizing World,2021-10-20,2021,ajps
AJPS,"Who Answers for the Government? Bureaucrats, Ministers, and Responsible Parties",2021-10-14,2021,ajps
AJPS,Media Attention and Strategic Timing in Politics: Evidence from U.S. Presidential Executive Orders,2021-10-13,2021,ajps
AJPS,Does Criminalizing Torture Deter Police Torture?,2021-10-13,2021,ajps
AJPS,Matching Methods for Causal Inference with Time-Series Cross-Section Data,2021-10-13,2021,ajps
AJPS,Party Elite Engagement and Coordination in House Primary Elections: A Test of Theories of Parties,2021-10-08,2021,ajps
AJPS,Sleeping with the Enemy: Effective Representation Under Dynamic Electoral Competition,2021-10-08,2021,ajps
AJPS,Replication materials for: A Priori Bounds on Legislative Bargaining Agreements,2021-10-05,2021,ajps
AJPS,"Who Rallies Around the Flag? Nationalist Parties, National Security, and the 2019 Indian Election",2021-09-28,2021,ajps
AJPS,Campaign Finance Transparency Affects Legislators’ Election Outcomes and Behavior,2021-09-24,2021,ajps
AJPS,"Racial Identity, Group Consciousness, and Attitudes: A Framework for Assessing Multiracial Self-Classification",2021-09-13,2021,ajps
AJPS,Reference Points and Democratic Backsliding,2021-09-13,2021,ajps
AJPS,Retribution or Reconciliation? Post-Conflict Attitudes Toward Enemy Collaborators,2021-09-13,2021,ajps
AJPS,Religious Protection from Populist Violence: The Catholic Church and the Philippine Drug War,2021-09-02,2021,ajps
AJPS,"Democracy by Deterrence: Norms, Constitutions, and Electoral Tilting",2021-08-31,2021,ajps
AJPS,Framing Unpopular Foreign Policies,2021-08-30,2021,ajps
AJPS,Can Democratic Principles Protect High Courts from Partisan Backlash? Public Reactions to the Kenyan Supreme Court’s Role in the 2017 Election Crisis,2021-08-20,2021,ajps
AJPS,Observational Equivalence in Explaining Attitude Change: Have White Racial Attitudes Genuinely Changed?,2021-08-19,2021,ajps
AJPS,Can Descriptive Representation Help The Right Win Votes From The Poor? Evidence From Brazil,2021-08-16,2021,ajps
AJPS,"Democratization, Elections, and Public Goods: The Evidence from Deforestation",2021-07-28,2021,ajps
AJPS,"Partisanship, Economic Assessments, and Presidential Accountability",2021-07-26,2021,ajps
AJPS,The Effect of Core Values on Support for Electoral Reform: Evidence from Two Survey Experiments,2021-07-20,2021,ajps
AJPS,Which Narrative Strategies Durably Reduce Prejudice? Evidence From Field and Survey Experiments Supporting the Efficacy of Perspective-Getting,2021-07-16,2021,ajps
AJPS,Good Times and Bad Apples: Rebel Recruitment in Crackdown and Truce,2021-07-13,2021,ajps
AJPS,Mobilizing the Underrepresented: Electoral Systems and Gender Inequality in Political Participation,2021-07-12,2021,ajps
AJPS,Measuring Agenda Setting in Interactive Political Communication,2021-07-07,2021,ajps
AJPS,When Do UN Peacekeeping Operations Implement Their Mandates?,2021-06-22,2021,ajps
AJPS,Pliable Prejudice: The Case of Welfare,2021-06-03,2021,ajps
AJPS,Strategic Authoritarianism: The Political Cycles and Selectivity of China’s Tax-Break Policy,2021-06-03,2021,ajps
AJPS,Strength in Numbers: How Women's Groups Close India's Political Gender Gap,2021-06-03,2021,ajps
AJPS,City-State Ideological Incongruence and Municipal Preemption,2021-05-29,2021,ajps
AJPS,Metrics Management and Bureaucratic Accountability: Evidence from Policing,2021-05-25,2021,ajps
AJPS,Indecent Disclosures: Anti-Corruption Reforms and Political Selection,2021-05-19,2021,ajps
AJPS,Measuring Attitudes Toward Public Spending Using a Multivariate Tax Summary Experiment,2021-05-12,2021,ajps
AJPS,UN Peacekeeping and Households' Well-Being in Civil Wars,2021-05-12,2021,ajps
AJPS,Causal Inference with Latent Treatments,2021-05-07,2021,ajps
AJPS,Parties as Disciplinarians: Charisma and Commitment Problems in Programmatic Campaigning,2021-05-05,2021,ajps
AJPS,"Conflict, Protection, and Punishment: Repercussions of Violence in Eastern DR Congo",2021-04-28,2021,ajps
AJPS,Talking Shops: The Effects of Caucus Discussion on Policy Coalitions,2021-04-28,2021,ajps
AJPS,Censorship and the Impact of Repression on Dissent,2021-04-19,2021,ajps
AJPS,"Redemption through Rebellion: Border Change, Lost Unity and Nationalist Conflict",2021-04-19,2021,ajps
AJPS,A Social Policy Theory of Everyday Borrowing. On the Role of Welfare States and Credit Regimes,2021-04-15,2021,ajps
AJPS,The Nature of Affective Polarization: Disentangling Policy Disagreement from Partisan Identity,2021-04-14,2021,ajps
AJPS,The Hijab Penalty: Feminist Backlash to Muslim Immigrants,2021-04-14,2021,ajps
AJPS,Change We Can Believe In: Structural and Content Dynamics within Belief Networks,2021-04-13,2021,ajps
AJPS,Public Money Talks Too: How Public Campaign Financing Degrades Representation,2021-04-05,2021,ajps
AJPS,How to Measure Legislative District Compactness If You Only Know It When You See It,2021-03-22,2021,ajps
AJPS,"Gridlock, Bureaucratic Control, and Nonstatutory Policymaking in Congress",2021-03-22,2021,ajps
AJPS,Do Female Officers Police Differently? Evidence from Traffic Stops,2021-03-15,2021,ajps
AJPS,Partisan-Motivated Evaluations of Sexual Misconduct and the Mitigating Role of the #MeToo Movement,2021-03-15,2021,ajps
AJPS,The Organizational Voter: Support for New Parties in Young Democracies,2021-03-05,2021,ajps
AJPS,All the President's Justices? The Impact of Presidential Copartisanship on Supreme Court Job Approval,2021-03-05,2021,ajps
AJPS,American Politics in Two Dimensions: Partisan and Ideological Identities Versus Anti-Establishment Orientations,2021-03-05,2021,ajps
AJPS,Threat-Inducing Violent Events Exacerbate Social Desirability Bias in Survey Responses,2021-02-26,2021,ajps
AJPS,The Geography of Repression and Opposition to Autocracy,2021-02-22,2021,ajps
AJPS,When Issue Salience Affects Adjudication: Evidence from Swiss Asylum Appeal Decisions,2021-02-22,2021,ajps
AJPS,Local Immigration and Support for Anti-Immigration Parties: A Meta-Analysis,2021-02-12,2021,ajps
AJPS,When State Building Backfires: Elite Coordination and Popular Grievance in Rebellion,2021-02-10,2021,ajps
AJPS,Positive Spillovers from Negative Campaigning,2021-01-26,2021,ajps
AJPS,Decentralization Can Increase Cooperation Among Public Officials,2021-01-08,2021,ajps
AJPS,"Attitudes toward the Use of Force: Instrumental Imperatives, Moral Principles, and International Law",2021-01-07,2021,ajps
AJPS,Congressional Representation: Accountability from the Constituent’s Perspective,2021-01-06,2021,ajps
AJPS,Making Unequal Democracy Work? The Effects of Income on Voter Turnout in Northern Italy,2021-01-05,2021,ajps
AJPS,"Brokers, Social Networks, Reciprocity, and Clientelism",2021-01-04,2021,ajps
AJPS,When Diversity Works: The Effects of Coalition Composition on the Success of Lobbying Coalitions,2021-01-04,2021,ajps
AJPS,Direct Democracy and Women's Political Engagement,2021-01-04,2021,ajps
AJPS,"Ascriptive Characteristics and Perceptions of Impropriety in the Rule of Law: Race, Gender, and Public Assessments of Whether Judges Can Be Impartial",2021-01-04,2021,ajps
AJPS,Adaptive Experimental Design: Prospects and Applications in Political Science,2020-12-16,2020,ajps
AJPS,Do Campaign Contribution Limits Curb the Influence of Money in Politics?,2020-12-11,2020,ajps
AJPS,Hate Crimes and Gender Imbalances: Fears over Mate Competition and Violence against Refugees,2020-12-09,2020,ajps
AJPS,Political Determinants of Economic Exchange: Evidence from a Business Experiment in Senegal,2020-12-04,2020,ajps
AJPS,How Does Minority Political Representation Affect School District Administration and Student Outcomes?,2020-11-25,2020,ajps
AJPS,(Almost) Everything in Moderation: New Evidence on Americans' Online Media Diets,2020-11-25,2020,ajps
AJPS,Presidential Approval and the Inherited Economy,2020-11-25,2020,ajps
AJPS,Able and Mostly Willing: An Empirical Anatomy of Information's Effect on Voter-Driven Accountability in Senegal,2020-11-17,2020,ajps
AJPS,Channels for Influence or Maps of Behavior? A Field Experiment on Social Networks and Cooperation,2020-11-06,2020,ajps
AJPS,The Side Effects of Central Bank Independence,2020-11-03,2020,ajps
AJPS,Strategic Allocation of Irrevocable and Durable Benefits,2020-10-29,2020,ajps
AJPS,"Thinking About Government Authority: Constitutional Rules and Political Context in Citizens’ Assessments of Judicial, Legislative, and Executive Action",2020-10-28,2020,ajps
AJPS,The Unequal Distribution of Opportunity: A National Audit Study of Bureaucratic Discrimination in Primary School Access,2020-10-28,2020,ajps
AJPS,Re-Assessing Elite-Public Gaps in Political Behavior,2020-10-28,2020,ajps
AJPS,Capital Meets Democracy: The Impact of Franchise Extension on Sovereign Bond Markets,2020-10-28,2020,ajps
AJPS,How Political Parties Shape Public Opinion in the Real World,2020-10-27,2020,ajps
AJPS,"How War Changes Land: Soil Fertility, Unexploded Bombs, and the Underdevelopment of Cambodia",2020-10-26,2020,ajps
AJPS,"Courting Informal Workers: Exclusion, Forbearance, and the Left",2020-10-23,2020,ajps
AJPS,An Empirical Validation Study of Popular Survey Methodologies for Sensitive Questions,2020-10-19,2020,ajps
AJPS,Deepening or Diminishing Ethnic Divides? The Impact of Urban Migration in Kenya,2020-10-12,2020,ajps
AJPS,District Magnitude and Female Representation: Evidence from Argentina and Latin America,2020-10-08,2020,ajps
AJPS,Father Founders: Did Child Gender Affect Voting at the Constitutional Convention?,2020-09-29,2020,ajps
AJPS,Public Infrastructure and Economic Development: Evidence from Postal Systems,2020-09-23,2020,ajps
AJPS,"Partisan Procurement: Contracting with the United States Federal Government, 2003–2015",2020-09-23,2020,ajps
AJPS,Exposure and Preferences: Evidence from Indian Slums,2020-09-18,2020,ajps
AJPS,"Ideology, Not Affect: What Americans Want From Political Representation",2020-09-18,2020,ajps
AJPS,Bringing War Back In: Victory and State Formation in Latin America,2020-09-10,2020,ajps
AJPS,Policy Deliberation and Voter Persuasion: Experimental Evidence from an Election in the Philippines,2020-08-27,2020,ajps
AJPS,Policing the Organizational Threat in Morocco: Protest and Public Violence in Liberal Autocracies,2020-08-26,2020,ajps
AJPS,Does Transparency Inhibit Political Compromise?,2020-08-24,2020,ajps
AJPS,Replication data for: Multidimensional Representation,2020-08-14,2020,ajps
AJPS,The Economic Consequences of Partisanship in a Polarized Era,2020-08-07,2020,ajps
AJPS,Paper Cuts: How Reporting Resources Affect Political News Coverage,2020-07-29,2020,ajps
AJPS,Executive Accountability Beyond Outcomes: Experimental Evidence on Public Evaluations of Powerful Prime Ministers,2020-07-21,2020,ajps
AJPS,Earned Income and Women's Segmented Empowerment: Experimental Evidence from Jordan,2020-07-17,2020,ajps
AJPS,People Haven’t Had Enough of Experts: Technocratic Attitudes Among Citizens in Nine European Democracies,2020-07-07,2020,ajps
AJPS,Candidate Supply is Not a Barrier to Immigrant Representation: A Case–Control Study,2020-07-06,2020,ajps
AJPS,Gender Quotas and International Reputation,2020-07-06,2020,ajps
AJPS,What Motivates Reasoning? A Theory of Goal-Dependent Political Evaluation,2020-07-02,2020,ajps
AJPS,Do Politicians Discriminate Against Internal Migrants? Evidence from Nationwide Field Experiments in India,2020-06-23,2020,ajps
AJPS,The Divide Over Independence: Explaining Preferences for Secession in an Advanced Open Economy,2020-06-16,2020,ajps
AJPS,Judicial Reshuffles and Women Justices in Latin America,2020-06-08,2020,ajps
AJPS,Trade and Political Fragmentation on the Silk Roads: The Economic Effects of Historical Exchange between China and the Muslim East,2020-06-04,2020,ajps
AJPS,Media Influence on Vote Choices: Unemployment News and Incumbents' Electoral Prospects,2020-05-26,2020,ajps
AJPS,Labor Unions and White Racial Politics,2020-05-08,2020,ajps
AJPS,Partisan Gaps in Political Information and Information-Seeking Behavior: Motivated Reasoning or Cheerleading?,2020-05-01,2020,ajps
AJPS,Helping Friends or Influencing Foes: Electoral and Policy Effects of Campaign Finance Contributions,2020-04-24,2020,ajps
AJPS,Does Economic Inequality Drive Voters’ Disagreement about Party Placement?,2020-04-16,2020,ajps
AJPS,"Democratization and Representative Bureaucracy: An Analysis of Promotion Patterns in Indonesia's Civil Service, 1980-2015",2020-04-14,2020,ajps
AJPS,How Settlement Locations and Local Networks Influence Immigrant Political Integration,2020-04-08,2020,ajps
AJPS,Pleasing the Principal: U.S. Influence in World Bank Policymaking,2020-04-08,2020,ajps
AJPS,I Get By With a Little Help from My Friends: Leveraging Campaign Resources to Maximize Congressional Power,2020-04-03,2020,ajps
AJPS,Adjusting for Confounding with Text Matching,2020-03-24,2020,ajps
AJPS,Misgovernance and Human Rights: The Case of Illegal Detention without Intent,2020-03-09,2020,ajps
AJPS,Supply Chain Linkages and the Extended Carbon Coalition,2020-03-06,2020,ajps
AJPS,Literacy and State–Society Interactions in Nineteenth-Century France,2020-03-02,2020,ajps
AJPS,"Winning Hearts and Minds in Civil Wars: Governance, Leadership Change, and Support for Violent Groups in Iraq",2020-02-28,2020,ajps
AJPS,The Dynamic American Dream,2020-02-25,2020,ajps
AJPS,Policy Diffusion: The Issue-Definition Stage,2020-02-24,2020,ajps
AJPS,State Visits and Leader Survival,2020-02-20,2020,ajps
AJPS,"If They Endorse It, I Can't Trust It: How Outgroup Leader Endorsements Undercut Public Support for Civil War Peace Settlements",2020-02-10,2020,ajps
AJPS,A Choice-Based Measure of Issue Importance in the Electorate,2020-02-03,2020,ajps
AJPS,Does Public Opinion Affect Political Speech?,2020-01-30,2020,ajps
AJPS,How Markets Shape Values and Political Preferences: A Field Experiment,2020-01-29,2020,ajps
AJPS,Effectiveness of Connected Legislators,2020-01-24,2020,ajps
AJPS,How Weakly Institutionalized Parties Monitor Brokers in Developing Democracies: Evidence from Postconflict Liberia,2020-01-21,2020,ajps
AJPS,To Repress or to Co-opt? Authoritarian Control in the Age of Digital Surveillance,2020-01-17,2020,ajps
AJPS,Policy Inventing and Borrowing among State Legislatures,2020-01-17,2020,ajps
AJPS,At-Large Elections and Minority Representation in Local Government,2020-01-17,2020,ajps
AJPS,Elite Interactions and Voters’ Perceptions of Parties’ Policy Positions,2020-01-09,2020,ajps
AJPS,Do Gender Quotas Hurt Less Privileged Groups? Evidence From India,2020-01-09,2020,ajps
AJPS,The Real Winner's Curse,2019-12-19,2019,ajps
AJPS,Repression Technology: Internet Accessibility and State Violence,2019-12-19,2019,ajps
AJPS,Beyond the Unit Root Question: Uncertainty and Inference,2019-12-16,2019,ajps
AJPS,Identity as Dependent Variable: How Americans Shift Their Identities to Align With Their Politics,2019-12-12,2019,ajps
AJPS,Party Sub-Brands and American Party Factions,2019-11-26,2019,ajps
AJPS,When Do Leaders Free-Ride? Business Experience and Contributions to Collective Defense,2019-11-26,2019,ajps
AJPS,"Sometimes Less Is More: Censorship, News Falsification, and Disapproval in 1989 East Germany",2019-11-25,2019,ajps
AJPS,Fault Lines: The Effects of Bureaucratic Power on Electoral Accountability,2019-11-15,2019,ajps
AJPS,"Electoral Institutions and Electoral Cycles in Investment Incentives: A Field Experiment on Over 3,000 U.S. Municipalities",2019-11-13,2019,ajps
AJPS,When Do Displaced Persons Return? Postwar Migration among Christians in Mount Lebanon,2019-11-12,2019,ajps
AJPS,Does Affirmative Action Worsen Bureaucratic Performance? Evidence from the Indian Administrative Service,2019-11-06,2019,ajps
AJPS,The Policy Basis of Measured Partisan Animosity in the United States,2019-11-06,2019,ajps
AJPS,Unprincipled Principals: Co-opted Bureaucrats and Corruption in Ghana,2019-10-31,2019,ajps
AJPS,Can Terrorism Abroad Influence Migration Attitudes at Home?,2019-10-23,2019,ajps
AJPS,Bureaucratic Responsiveness to LGBT Americans,2019-10-16,2019,ajps
AJPS,Does the @realDonaldTrump Really Matter to Financial Markets?,2019-10-16,2019,ajps
AJPS,Victorian Voting: The Origins of Party Orientation and Class Alignment,2019-10-14,2019,ajps
AJPS,Universal Love or One True Religion? Experimental Evidence of the Ambivalent Effect of Religious Ideas on Altruism and Discrimination,2019-10-10,2019,ajps
AJPS,Online Tallies and the Context of Politics: How Online Tallies Make Dominant Candidates Appear Competent in Contexts of Conflict,2019-10-07,2019,ajps
AJPS,Happiness and Voting: Evidence from Four Decades of Elections in Europe,2019-10-01,2019,ajps
AJPS,When Do Campaign Effects Persist for Years? Evidence from a Natural Experiment,2019-09-30,2019,ajps
AJPS,The Declining Value of Revolving-Door Lobbyists: Evidence from the American States,2019-09-27,2019,ajps
AJPS,Moderation and Competence: How a Party’s Ideological Position Shapes Its Valence Reputation,2019-09-11,2019,ajps
AJPS,Strategic Candidate Entry and Congressional Elections in the Era of Fox News,2019-09-05,2019,ajps
AJPS,The Political Importance of Financial Performance,2019-09-04,2019,ajps
AJPS,Offsetting Uncertainty: Reassurance with Two-Sided Incomplete Information,2019-08-28,2019,ajps
AJPS,"Donors, Primary Elections, and Polarization in the United States",2019-08-26,2019,ajps
AJPS,Why Underachievers Dominate Secret Police Organizations: Evidence from Autocratic Argentina,2019-08-23,2019,ajps
AJPS,The Mobilizing Effect of Parties' Moral Rhetoric,2019-08-23,2019,ajps
AJPS,It Takes a Village: Peer Effects and Externalities in Technology Adoption,2019-08-07,2019,ajps
AJPS,"The Incidental Pundit: Who Talks Politics with Whom, and Why?",2019-08-07,2019,ajps
AJPS,Measuring Trade Profile with Granular Product-level Data,2019-08-02,2019,ajps
AJPS,"Cultivating Clients: Reputation, Responsiveness, and Ethnic Indifference in India’s Slums",2019-08-01,2019,ajps
AJPS,Do Voters Polarize When Radical Parties Enter Parliament?,2019-07-30,2019,ajps
AJPS,Land Reform and Civil Conflict: Theory and Evidence from Peru,2019-07-30,2019,ajps
AJPS,Alien Citizens and the Canonical Immigrant: Do Stigmatized Attributes Affect Latina/o Judgment about Discrimination?,2019-07-29,2019,ajps
AJPS,"The Party's Primary Preferences: Race, Gender, and Party Support of Congressional Primary Candidates",2019-07-22,2019,ajps
AJPS,Do Inheritance Customs Affect Political and Social Inequality,2019-07-18,2019,ajps
